"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","PEACHES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","PEACHES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","PEACHES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","PEACHES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","PEACHES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","PEACHES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","PEACHES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","PEACHES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","PEACHES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","PEACHES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","","","0.001","","0.002","","1.7","","25",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","610,000","","9.317","","52.553","","5.6","","83",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","6,800","","0.931","","1.376","","1.5","","35",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","758,500","","","","","","","","95",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","8,800","","2.404","","3.045","","1.3","","21",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","8,500","","1.129","","1.19","","1.1","","51",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","7,700","","1.833","","1.901","","1","","29",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","6,400","","0.495","","0.982","","2","","46",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","2,900","","1.58","","2.714","","1.7","","8",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","7,200","","0.547","","1.304","","2.4","","39",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","8,800","","1.355","","1.478","","1.1","","42",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","53,900","","","","","","","","78",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZINPHOS-METHYL = 58001)","18,200","","1.033","","2.984","","2.9","","44",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","15,600","","1.402","","2.49","","1.8","","45",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","4,900","","0.797","","0.892","","1.1","","39",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","2,200","","0.102","","0.473","","4.6","","33",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","1,300","","1.049","","2.078","","2","","5",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)","3,100","","0.168","","0.685","","4.1","","33",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","121,900","","18.818","","25.377","","1.3","","34",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","79,300","","1.293","","6.377","","4.9","","89",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","288,300","","","","","","","","95",""
"SURVEY","2005","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEACHES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","1,900","","","","","","","","7",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","11,200","","1.77","","4.928","","2.8","","38",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","6,300","","1.414","","2.54","","1.8","","41",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","2,900","","1.427","","1.584","","1.1","","30",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","800","","0.222","","0.674","","3","","19",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","100","","0.112","","0.192","","1.7","","10",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","3,600","","4.065","","9.94","","2.4","","6",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","200","","0.444","","1.075","","2.4","","4",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","26,200","","","","","","","","49",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","800","","0.56","","0.871","","1.6","","16",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","2,200","","2.057","","5.576","","2.7","","7",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","4,500","","","","","","","","20",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZINPHOS-METHYL = 58001)","3,100","","0.716","","1.548","","2.2","","33",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","2,400","","1.068","","2.118","","2","","19",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","2,200","","1.14","","1.548","","1.4","","23",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","500","","0.927","","0.993","","1.1","","8",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","5,900","","1.547","","3.548","","2.3","","28",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","","","0.455","","0.629","","1.4","","1",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","11,300","","8.36","","11.71","","1.4","","16",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM OIL = 63501)","16,700","","13.918","","14.389","","1","","19",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","4,700","","1.08","","3.576","","3.3","","22",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)","","","0.252","","0.258","","1","","2",""
"SURVEY","2005","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","47,600","","","","","","","","53",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","1,900","","0.14","","0.2","","1.3","","7",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","137,600","","7.86","","9.36","","1.1","","11",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","1,500","","0.79","","0.95","","1.2","","1",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","1,900","","0.79","","1.03","","1.3","","1",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","275,200","","2.08","","9.47","","4.5","","22",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","77,300","","1.93","","3.36","","1.7","","18",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER AMM. COMPLEX = 22702)","3,400","","0.11","","0.21","","1.8","","12",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","1,100","","0.15","","0.23","","1.5","","4",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","99,200","","2.56","","4.12","","1.6","","18",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXIDE = 25601)","39,700","","2.78","","2.88","","1","","11",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXYCHLORIDE = 8001)","8,600","","3.26","","5.27","","1.6","","1",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER RESINATE = 23104)","600","","0.008","","0.05","","6.9","","8",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","30,200","","5.85","","8.08","","1.3","","3",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","4,700","","0.19","","0.21","","1.1","","17",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DODINE = 44301)","1,600","","0.08","","0.18","","2.3","","7",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","4,800","","0.09","","0.23","","2.5","","16",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FERBAM = 34801)","1,100","","0.72","","0.72","","1","","1",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","11,000","","0.46","","0.55","","1.2","","15",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","1,100","","0.05","","0.12","","2.5","","7",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (OXYTETRACYCLINE = 6304)","5,600","","0.06","","0.19","","3.2","","22",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","9,300","","0.11","","0.19","","1.7","","37",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","2,464,000","","9.6","","36.36","","3.7","","52",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)","3,400","","0.11","","0.18","","1.5","","15",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","7,700","","0.22","","0.42","","1.9","","14",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","3,600","","0.23","","0.96","","4.2","","3",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","3,319,800","","","","","","","","80",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","121,900","","4.73","","5.68","","1.2","","16",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D = 30001)","6,400","","0.91","","0.98","","1","","5",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","4,300","","0.31","","0.51","","1.6","","6",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","16,800","","1.06","","1.12","","1","","11",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUAZIFOP-P-BUTYL = 122809)","300","","0.04","","0.12","","2.9","","2",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","50,000","","0.64","","1.18","","1.8","","32",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (LACTOFEN = 128888)","3,000","","0.09","","0.18","","1.8","","13",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","6,300","","1.13","","1.23","","1","","4",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","5,100","","0.65","","0.74","","1.1","","5",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","37,000","","0.64","","1.4","","2.1","","20",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","41,700","","1.41","","1.76","","1.2","","18",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFOSATE = 128501)","7,400","","1.02","","1.1","","1","","5",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBACIL = 12701)","5,600","","0.26","","0.26","","1","","16",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","194,700","","","","","","","","51",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZINPHOS-METHYL = 58001)","38,600","","0.55","","2.18","","3.9","","14",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","2,500","","0.25","","0.27","","1","","7",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","60,600","","1.46","","2.42","","1.6","","19",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","44,000","","1.26","","1.61","","1.2","","21",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CLOFENTEZINE = 125501)","500","","0.09","","0.1","","1.1","","4",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","28,000","","1.14","","1.56","","1.3","","14",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ENDOSULFAN = 79401)","16,300","","0.5","","1.64","","3.3","","8",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","5,200","","0.05","","0.1","","1.9","","39",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETHYL PARATHION = 57501)","100","","0.12","","0.15","","1.2","","",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)","6,500","","0.42","","0.45","","1","","11",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","100","","0.003","","0.004","","1.6","","23",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","100","","0.006","","0.01","","2.6","","8",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","500","","0.14","","0.32","","2.3","","1",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","12,900","","0.79","","2.68","","3.3","","4",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","100","","0.03","","0.05","","1.6","","1",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHYL PARATHION = 53501)","","","0.06","","0.07","","1.2","","",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)","3,800","","0.17","","0.41","","2.3","","7",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","1,797,800","","26","","32.45","","1.2","","43",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","225,100","","1.37","","4.72","","3.4","","37",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PROPARGITE = 97601)","800","","0.75","","0.85","","1.1","","",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)","600","","0.27","","0.32","","1.1","","1",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","400","","0.08","","0.08","","1","","3",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEACHES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","2,249,900","","","","","","","","84",""
