"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","GRAPEFRUIT, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","GRAPEFRUIT, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","22,500","","1.54","","1.95","","1.2","","7",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","14,300","","1.15","","1.2","","1","","7",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","284,100","","2.24","","4.83","","2.1","","37",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","9,000","","1.25","","1.32","","1","","4",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","2,500","","0.12","","0.14","","1.1","","11",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FERBAM = 34801)","173,700","","7.7","","20.4","","2.6","","5",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","8,000","","1.59","","1.89","","1.1","","3",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","777,700","","","","","","","","85",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D = 30001)","300","","0.05","","0.08","","1.4","","2",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMACIL = 12301)","41,500","","0.78","","1.56","","2","","17",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","153,700","","1.5","","2.68","","1.7","","36",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","270,100","","0.87","","2.02","","2.3","","84",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","71,700","","1.4","","2.73","","1.9","","17",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","1,300","","0.33","","0.54","","1.6","","2",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","300,500","","1.69","","4.06","","2.4","","47",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFOSATE = 128501)","17,200","","0.78","","2.25","","2.8","","5",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","857,300","","","","","","","","91",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","1,100","","0.01","","0.01","","1","","60",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ALDICARB = 98301)","99,000","","4.36","","4.51","","1","","14",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","66,600","","0.63","","2.87","","4.5","","15",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DICOFOL = 10501)","52,800","","2.2","","2.57","","1.1","","13",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIFLUBENZURON = 108201)","3,800","","0.3","","0.31","","1","","8",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)","2,800","","1.33","","1.33","","1","","1",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETHION = 58401)","362,500","","5.37","","5.57","","1","","41",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)","49,500","","1.02","","1.02","","1","","31",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FORMETANATE HYDRO. = 97301)","500","","1.12","","1.12","","1","","",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (OXAMYL = 103801)","700","","1.02","","1.06","","1","","",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","5,900,200","","34.55","","50.05","","1.4","","74",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)","2,500","","0.27","","0.27","","1","","6",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFUR = 77501)","944,100","","12.72","","13.61","","1","","44",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","7,489,600","","","","","","","","85",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","2,100","","","","","","","","3",""
"SURVEY","1999","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","8,000","","","","","","","","10",""
"SURVEY","1999","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMACIL = 12301)","100","","0.4","","1.51","","3.7","","2",""
"SURVEY","1999","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","300","","0.58","","1.96","","3.3","","3",""
"SURVEY","1999","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","1,900","","0.5","","1.04","","2","","39",""
"SURVEY","1999","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","2,500","","","","","","","","40",""
"SURVEY","1999","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FORMETANATE HYDRO. = 97301)","500","","1.12","","1.12","","1","","10",""
"SURVEY","1999","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","2,500","","","","","","","","27",""
"SURVEY","1999","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","8,200","","","","","","","","23",""
"SURVEY","1999","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","13,400","","1.71","","3.74","","2.1","","20",""
"SURVEY","1999","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","15,700","","0.54","","1.53","","2.8","","59",""
"SURVEY","1999","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","44,000","","","","","","","","69",""
"SURVEY","1999","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","16,200","","3.14","","3.7","","1.1","","25",""
"SURVEY","1999","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","138,700","","","","","","","","58",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","16,400","","1.65","","2.09","","1.2","","7",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","13,200","","1.23","","1.26","","1","","9",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","234,000","","2.38","","5.28","","2.2","","38",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FERBAM = 34801)","173,700","","7.7","","20.4","","2.6","","7",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","6,300","","2.39","","3.21","","1.3","","2",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","716,300","","","","","","","","96",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","91,400","","1.35","","2.29","","1.7","","34",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","236,600","","0.99","","2.26","","2.2","","90",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","69,300","","1.39","","2.76","","1.9","","22",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","225,200","","1.56","","4.02","","2.5","","48",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","660,800","","","","","","","","97",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","1,000","","0.01","","0.01","","1","","78",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ALDICARB = 98301)","32,500","","4.18","","4.19","","1","","7",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIFLUBENZURON = 108201)","3,800","","0.3","","0.31","","1","","10",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)","44,400","","0.99","","0.99","","1","","38",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","5,512,500","","35.61","","53.36","","1.5","","89",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)","2,300","","0.26","","0.26","","1","","8",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFUR = 77501)","842,300","","11.7","","12.49","","1","","58",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","6,806,700","","","","","","","","89",""
"SURVEY","1999","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","1,100","","0.65","","0.75","","1.1","","7",""
"SURVEY","1999","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","48,200","","1.77","","3.46","","1.9","","70",""
"SURVEY","1999","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","52,400","","","","","","","","89",""
"SURVEY","1999","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMACIL = 12301)","21,200","","0.85","","1.67","","1.9","","63",""
"SURVEY","1999","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","48,600","","1.87","","3.55","","1.9","","68",""
"SURVEY","1999","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","15,900","","0.41","","0.95","","2.3","","84",""
"SURVEY","1999","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","62,100","","2.28","","4.25","","1.8","","73",""
"SURVEY","1999","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","150,000","","","","","","","","90",""
"SURVEY","1999","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ALDICARB = 98301)","66,500","","4.46","","4.69","","1","","71",""
"SURVEY","1999","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","47,000","","0.48","","2.77","","5.7","","85",""
"SURVEY","1999","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DICOFOL = 10501)","47,100","","2.3","","2.73","","1.1","","86",""
"SURVEY","1999","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)","5,100","","1.25","","1.33","","1","","19",""
"SURVEY","1999","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (OXAMYL = 103801)","600","","1.02","","1.06","","1","","3",""
"SURVEY","1999","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)","200","","0.4","","0.4","","1","","3",""
"SURVEY","1999","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","541,700","","","","","","","","97",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","42,900","","2.47","","4.03","","1.6","","7",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","18,500","","1.08","","1.08","","1","","11",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","776,300","","2.93","","8.96","","3.1","","54",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FERBAM = 34801)","26,900","","8.47","","11.33","","1.3","","1",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","3,500","","2.93","","3.06","","1","","1",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METALAXYL = 113501)","4,300","","1.03","","1.13","","1.1","","2",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","1,056,700","","","","","","","","71",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D = 30001)","700","","0.04","","0.09","","1.9","","5",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMACIL = 12301)","49,300","","0.76","","1.07","","1.4","","29",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","94,700","","0.9","","1.24","","1.4","","48",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","226,600","","0.75","","1.66","","2.2","","86",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","2,200","","0.38","","0.52","","1.4","","3",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","87,300","","1.17","","1.7","","1.5","","32",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","518,700","","","","","","","","91",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","1,100","","0.009","","0.01","","1.3","","57",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ALDICARB = 98301)","41,300","","3.7","","3.7","","1","","7",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","87,600","","2.55","","8.04","","3.1","","7",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","29,600","","1.3","","2.17","","1.7","","9",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DICOFOL = 10501)","8,300","","2.76","","2.76","","1","","2",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIFLUBENZURON = 108201)","6,400","","0.35","","0.95","","2.7","","4",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETHION = 58401)","133,000","","2.66","","2.92","","1.1","","29",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)","20,700","","0.88","","1.11","","1.3","","12",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHIDATHION = 100301)","3,300","","0.91","","0.92","","1","","2",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","9,168,900","","31.01","","69.64","","2.2","","83",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SABADILLA = 2201)","100","","0.02","","0.02","","1","","2",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","10,604,500","","","","","","","","91",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPEFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","200","","","","","","","","4",""
