"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","BLUEBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","BLUEBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZINPHOS-METHYL = 58001)","15,600","","0.52","","1.03","","1.9","","47",""
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUBSP ISRAELENSIS = 6401)","","","","","","","1.4","","8",""
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","23,400","","1.6","","2.88","","1.8","","25",""
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","4,400","","0.7","","1.03","","1.4","","13",""
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","200","","0.04","","0.06","","1.3","","9",""
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","200","","0.05","","0.07","","1.3","","10",""
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","40,100","","1.56","","3.43","","2.2","","36",""
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","14,100","","0.72","","1.31","","1.8","","33",""
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","9,800","","16.04","","18.01","","1.1","","2",""
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","29,100","","0.82","","1.73","","2.1","","52",""
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","","","0.06","","0.07","","1.1","","",""
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TEBUFENOZIDE = 129026)","300","","0.21","","0.22","","1","","4",""
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","140,200","","","","","","","","89",""
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","300","","0.04","","0.1","","2.3","","8",""
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","1,000","","","","","","","","10",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","3,600","","0.49","","1.03","","2.1","","75",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","17,300","","2.29","","5.07","","2.2","","74",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","400","","0.09","","0.14","","1.6","","57",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","22,000","","","","","","","","83",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFORINE = 107901)","300","","0.26","","0.37","","1.4","","17",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","1,500","","0.89","","1.02","","1.1","","33",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","3,300","","0.75","","1.15","","1.5","","63",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HEXAZINONE = 107201)","100","","0.54","","0.54","","1","","5",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","1,900","","1.37","","1.93","","1.4","","21",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","100","","0.11","","0.14","","1.3","","12",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","2,300","","1.09","","1.48","","1.3","","34",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","10,000","","","","","","","","79",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","1,500","","0.67","","1.14","","1.7","","29",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","5,000","","0.9","","2.02","","2.2","","53",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","","","0.06","","0.07","","1.1","","6",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","6,900","","","","","","","","65",""
"SURVEY","2001","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","900","","","","","","","","56",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","10,600","","0.48","","0.96","","1.9","","63",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","65,500","","2.05","","6.27","","3","","60",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","15,200","","2.68","","3.36","","1.2","","26",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","800","","0.09","","0.14","","1.6","","33",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","8,800","","3.48","","7.5","","2.1","","7",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","155,700","","","","","","","","90",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","51,800","","2.54","","5.93","","2.3","","50",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","4,200","","0.7","","0.84","","1.2","","29",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","2,800","","0.41","","0.56","","1.3","","29",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HEXAZINONE = 107201)","400","","0.41","","0.42","","1","","5",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","600","","0.22","","0.27","","1.2","","13",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","6,600","","1.2","","1.37","","1.1","","28",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","18,300","","","","","","","","71",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZINPHOS-METHYL = 58001)","12,800","","0.54","","1.06","","1.9","","70",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUBSP ISRAELENSIS = 6401)","","","","","","","1.4","","6",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","18,800","","1.56","","3.09","","1.9","","35",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","100","","0.04","","0.06","","1.4","","13",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","","","0.08","","0.09","","1","","3",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","30,300","","1.81","","4.15","","2.2","","42",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","24,500","","0.84","","1.91","","2.2","","73",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","95,200","","","","","","","","98",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","2,200","","0.36","","0.46","","1.2","","64",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","30,000","","1.79","","6.12","","3.4","","66",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","100","","0.09","","0.13","","1.4","","14",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","55,500","","","","","","","","88",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","20,700","","2.16","","4.06","","1.8","","69",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","2,900","","1.08","","1.29","","1.1","","31",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","400","","1.04","","1.69","","1.6","","4",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","6,600","","2.16","","2.52","","1.1","","35",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBACIL = 12701)","1,300","","0.51","","0.62","","1.2","","28",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","12,400","","","","","","","","43",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","4,200","","2.03","","2.53","","1.2","","23",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","200","","0.05","","0.07","","1.4","","34",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","4,700","","1.38","","2.59","","1.8","","25",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","6,400","","0.68","","1.63","","2.3","","53",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","4,000","","0.79","","1.2","","1.5","","45",""
"SURVEY","2001","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","24,500","","","","","","","","95",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","600","","0.52","","0.97","","1.8","","22",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","25,700","","23.67","","60.21","","2.5","","15",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","5,700","","1.8","","3.69","","2","","55",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","1,300","","1.82","","3.23","","1.7","","14",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","100","","0.09","","0.14","","1.5","","28",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","100","","0.53","","0.56","","1","","8",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","44,400","","","","","","","","74",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","2,800","","2.09","","3.49","","1.6","","29",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","1,100","","1.34","","1.49","","1.1","","27",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","600","","0.62","","0.85","","1.3","","25",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","2,700","","2.49","","3.34","","1.3","","29",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","1,000","","1.7","","1.77","","1","","20",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","300","","0.38","","0.53","","1.4","","21",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","7,400","","","","","","","","65",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUBSP ISRAELENSIS = 6401)","","","","","","","2.2","","22",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","1,100","","0.83","","1.07","","1.2","","36",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","200","","1.4","","1.4","","1","","5",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","8,700","","15.22","","16.92","","1.1","","18",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","13,500","","","","","","","","58",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","14,000","","0.47","","0.86","","1.8","","47",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","6,100","","8.84","","8.98","","1","","2",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","139,200","","2.14","","6.29","","2.9","","65",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","10,500","","2.42","","2.71","","1.1","","11",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","4,300","","1.81","","2.39","","1.3","","5",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","1,700","","1.77","","2.78","","1.5","","2",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","800","","0.09","","0.16","","1.6","","15",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","10,700","","2.94","","3.91","","1.3","","8",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","1,800","","0.66","","1.01","","1.5","","5",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","200","","0.7","","0.7","","1","","1",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","200","","0.17","","0.19","","1","","3",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","225,100","","","","","","","","88",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFORINE = 107901)","5,600","","0.28","","0.43","","1.5","","37",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","29,300","","2.32","","4.09","","1.7","","21",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","9,900","","0.86","","0.89","","1","","33",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","","","0.02","","0.03","","1.4","","2",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","6,900","","0.55","","0.78","","1.4","","26",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HEXAZINONE = 107201)","2,700","","0.91","","1.02","","1.1","","8",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)","1,900","","2.41","","2.41","","1","","2",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","9,800","","1.48","","1.6","","1","","18",""
