"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","APPLES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","APPLES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","APPLES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","17,300","","1.49","","2.26","","1.5","","26",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","15,700","","1.79","","2.19","","1.2","","24",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","3,200","","1.48","","1.82","","1.2","","6",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DICOFOL = 10501)","1,900","","1.59","","1.83","","1.1","","3",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","500","","0.06","","0.09","","1.6","","17",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","100","","0.08","","0.1","","1.2","","2",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHIDATHION = 100301)","3,900","","0.89","","1.11","","1.2","","12",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","515,800","","25.73","","37","","1.4","","46",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","35,000","","2.9","","5.71","","1.9","","20",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)","300","","0.22","","0.24","","1","","4",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TEBUFENOZIDE = 129026)","300","","0.28","","0.44","","1.5","","2",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","709,700","","","","","","","","70",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (BENZYLADENINE = 116901)","","","0.03","","0.03","","1","","5",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECADIEN-1-OL = 129028)","200","","0.07","","0.08","","1.1","","7",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECANOL = 1509)","100","","0.04","","0.05","","1.1","","7",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (ETHEPHON = 99801)","300","","0.46","","0.46","","1","","2",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLINS A4A7 = 116902)","","","0.03","","0.03","","1","","5",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA = 56002)","100","","0.06","","0.07","","1.1","","7",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAD = 56001)","100","","0.04","","0.05","","1.1","","9",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TETRADECANOL = 1510)","","","0.008","","0.009","","1.1","","7",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","1,300","","","","","","","","25",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","","","0.12","","0.63","","5.4","","9",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","1,500","","1.04","","5.26","","5","","73",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FERBAM = 34801)","","","0.57","","0.98","","1.7","","3",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","1,100","","1.44","","6.15","","4.2","","45",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","","","0.05","","0.16","","3","","66",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","200","","0.41","","1.85","","4.5","","31",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","3,200","","","","","","","","78",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","","","0.3","","0.33","","1.1","","18",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","","","","","","","","","21",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZINPHOS-METHYL = 58001)","900","","0.62","","3.08","","4.9","","71",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","500","","1.04","","2.32","","2.2","","50",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","","","0.21","","0.69","","3.2","","7",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","2,100","","13.94","","16.85","","1.2","","31",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","400","","1.1","","3.3","","3","","28",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","4,100","","","","","","","","84",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA = 56002)","","","0.03","","0.04","","1.2","","25",""
"SURVEY","2001","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","","","","","","","","","26",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","3,500","","0.52","","1.03","","1.9","","8",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","2,900","","0.19","","0.31","","1.6","","21",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","15,300","","4.72","","9.23","","1.9","","4",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","376,600","","1.74","","9.34","","5.3","","91",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","20,200","","1.71","","2.07","","1.2","","22",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXYCHLO. SUL. = 23503)","13,600","","2.11","","2.61","","1.2","","12",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXYCHLORIDE = 8001)","9,600","","2.17","","3.19","","1.4","","7",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","9,400","","1.64","","2.14","","1.3","","10",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","2,100","","0.14","","0.22","","1.6","","22",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DODINE = 44301)","800","","1.5","","2.26","","1.5","","",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENARIMOL = 206600)","700","","0.05","","0.12","","2.4","","14",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (KRESOXIM-METHYL = 129111)","3,400","","0.11","","0.21","","1.8","","36",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","257,700","","2.41","","8.78","","3.6","","66",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METIRAM = 14601)","99,200","","2.43","","8.31","","3.4","","27",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","4,900","","0.09","","0.28","","2.9","","40",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (OXYTETRACYCLINE = 6304)","900","","0.25","","0.63","","2.5","","3",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCIN = 6306)","8,000","","0.22","","0.42","","1.9","","42",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","216,200","","3.26","","12.25","","3.7","","40",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","20,400","","1.88","","4.53","","2.4","","10",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","1,201,000","","","","","","","","98",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIADIMEFON = 109901)","1,300","","0.06","","0.13","","2.2","","22",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","1,800","","0.06","","0.11","","1.9","","37",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","128,400","","2.4","","6.39","","2.6","","45",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D = 30001)","700","","0.54","","0.59","","1","","3",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","4,200","","0.53","","0.69","","1.3","","14",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","5,000","","0.75","","0.8","","1","","14",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","9,400","","0.48","","0.73","","1.5","","29",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","400","","0.4","","0.6","","1.4","","1",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","3,300","","0.38","","0.47","","1.2","","16",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","4,900","","1.03","","1.11","","1","","10",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBACIL = 12701)","1,300","","0.26","","0.27","","1","","10",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","30,300","","","","","","","","41",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","100","","0.01","","0.01","","1","","13",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZINPHOS-METHYL = 58001)","89,600","","0.63","","2.3","","3.6","","87",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUBSP ISRAELENSIS = 6401)","","","","","","","1.9","","14",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","23,500","","0.9","","1.35","","1.5","","39",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","34,700","","1.02","","1.29","","1.2","","61",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CLOFENTEZINE = 125501)","400","","0.12","","0.13","","1","","8",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)","5,400","","0.67","","1.97","","2.9","","6",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ENDOSULFAN = 79401)","7,000","","0.91","","1.09","","1.1","","14",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","900","","0.03","","0.05","","1.3","","43",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","5,800","","0.22","","0.34","","1.5","","38",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","300","","0.09","","0.1","","1.1","","7",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","1,800","","0.06","","0.08","","1.4","","49",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (INDOXACARB = 67710)","","","0.09","","0.11","","1.2","","",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","6,800","","0.66","","0.9","","1.3","","17",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","7,500","","0.18","","0.37","","2.1","","46",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)","1,300","","0.12","","0.14","","1.1","","21",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","225,000","","15.31","","19.46","","1.2","","26",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","115,600","","1.18","","3.41","","2.8","","76",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)","2,900","","0.15","","0.18","","1.1","","38",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TEBUFENOZIDE = 129026)","500","","0.2","","0.26","","1.2","","4",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","531,200","","","","","","","","98",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (BENZYLADENINE = 116901)","100","","0.03","","0.03","","1","","11",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (BUTENOIC ACID HYDRO. = 129104)","100","","0.07","","0.08","","1","","2",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","","","0.02","","0.02","","1.3","","6",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLINS A4A7 = 116902)","","","0.004","","0.004","","1","","11",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA = 56002)","500","","0.03","","0.05","","1.4","","26",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (PROHEXADIONE CALCIUM = 112600)","600","","0.27","","0.27","","1","","5",""
"SURVEY","2001","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","2,000","","","","","","","","40",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","4,100","","0.61","","0.61","","1","","12",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","6,700","","0.21","","0.42","","2","","29",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","326,400","","1.52","","6.82","","4.4","","87",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","47,500","","2.74","","2.89","","1","","30",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXYCHLO. SUL. = 23503)","8,800","","4.24","","4.24","","1","","4",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXYCHLORIDE = 8001)","11,400","","2.03","","2.03","","1","","10",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENARIMOL = 206600)","1,700","","0.05","","0.1","","1.9","","31",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (KRESOXIM-METHYL = 129111)","3,200","","0.13","","0.28","","2.1","","21",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","235,800","","1.93","","5.66","","2.9","","76",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METIRAM = 14601)","72,800","","2.18","","5.94","","2.7","","22",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","3,700","","0.09","","0.19","","2","","36",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCIN = 6306)","5,000","","0.17","","0.26","","1.4","","36",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","236,900","","3.8","","12.53","","3.2","","34",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","6,000","","0.18","","0.46","","2.6","","24",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","4,600","","1.68","","3.18","","1.8","","3",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","1,002,000","","","","","","","","98",""
"SURVEY","2001","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","3,000","","0.06","","0.12","","1.9","","46",""
