"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","PEARS, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","PEARS, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","PEARS, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","PEARS, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","PEARS, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","PEARS, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","PEARS, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","PEARS, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","PEARS, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","PEARS, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","PEARS","CHEMICAL, OTHER","CHEMICAL, OTHER: (ZINC PHOSPHIDE = 88601)","100","","0.12","","0.12","","1","","2",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","1,300","","0.53","","0.7","","1.3","","9",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","31,200","","13.56","","16.69","","1.2","","10",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","4,100","","0.46","","0.85","","1.8","","25",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","100","","0.18","","0.21","","1.1","","3",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","2,200","","2.46","","3.03","","1.2","","4",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","18,300","","2.87","","4.56","","1.5","","21",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (OXYTETRACYCLINE = 6304)","7,100","","0.12","","0.63","","5.2","","60",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PSEUDO FLUORES A506 = 6418)","1,000","","0.1","","0.32","","3.2","","17",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCIN = 6306)","2,400","","0.08","","0.24","","3","","53",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","64,900","","10.43","","14.53","","1.3","","23",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","171,900","","","","","","","","81",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","700","","0.06","","0.13","","2","","28",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","32,700","","4.73","","8.26","","1.7","","21",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-DP, DIMETH. SALT = 31419)","1,100","","0.46","","0.77","","1.6","","8",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","2,500","","1.47","","2.07","","1.4","","6",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","7,900","","0.54","","0.9","","1.6","","46",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","800","","0.29","","0.42","","1.4","","10",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","2,800","","0.6","","1","","1.6","","15",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","4,200","","1.54","","1.94","","1.2","","11",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","22,100","","","","","","","","60",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","200","","0.02","","0.02","","1.5","","38",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZINPHOS-METHYL = 58001)","18,400","","1.19","","1.84","","1.5","","53",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUBSP ISRAELENSIS = 6401)","","","","","","","1.6","","5",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","7,000","","1.31","","2.04","","1.5","","18",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CLOFENTEZINE = 125501)","100","","0.1","","0.1","","1","","3",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","400","","0.06","","0.07","","1.2","","28",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)","400","","0.16","","0.24","","1.5","","9",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","1,004,400","","23.35","","68.21","","2.9","","78",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","21,300","","3.68","","5.14","","1.4","","22",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","1,055,500","","","","","","","","87",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECADIEN-1-OL = 129028)","400","","0.06","","0.08","","1.3","","24",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECANOL = 1509)","100","","0.04","","0.05","","1.2","","13",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA = 56002)","1,000","","0.07","","0.1","","1.3","","52",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TETRADECANOL = 1510)","","","0.008","","0.01","","1.2","","13",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","1,500","","","","","","","","62",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","5,000","","3.49","","3.98","","1.1","","7",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","156,100","","21.61","","26.36","","1.2","","35",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","11,500","","2.78","","3.49","","1.2","","19",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXYCHLO. SUL. = 23503)","7,800","","4.31","","5.4","","1.2","","8",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXYCHLORIDE = 8001)","2,200","","4.6","","4.6","","1","","3",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","800","","0.52","","0.59","","1.1","","8",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DODINE = 44301)","3,900","","1.19","","1.46","","1.2","","16",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (KRESOXIM-METHYL = 129111)","100","","0.13","","0.14","","1.1","","4",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","90,100","","4.04","","7.24","","1.7","","73",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (OXYTETRACYCLINE = 6304)","1,600","","0.25","","0.27","","1.1","","34",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCIN = 6306)","900","","0.14","","0.19","","1.3","","28",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","150,800","","11.48","","16.06","","1.4","","55",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","494,200","","","","","","","","96",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","400","","0.07","","0.08","","1.2","","30",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","3,300","","0.26","","0.35","","1.3","","57",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","57,700","","4.95","","5.61","","1.1","","60",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","3,700","","1.24","","1.39","","1.1","","16",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","4,600","","1.06","","1.63","","1.5","","17",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","6,500","","0.62","","1.09","","1.7","","35",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","700","","0.16","","0.22","","1.4","","18",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","4,900","","1.02","","1.57","","1.5","","18",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","34,000","","","","","","","","44",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","300","","0.02","","0.02","","1","","71",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZINPHOS-METHYL = 58001)","9,300","","0.99","","1.67","","1.6","","33",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","1,100","","0.45","","0.45","","1","","14",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","10,700","","1.93","","2.01","","1","","31",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ENDOSULFAN = 79401)","9,500","","2.14","","2.3","","1","","24",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","500","","0.08","","0.09","","1","","32",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","300","","0.15","","0.15","","1","","11",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)","206,000","","22.88","","42.72","","1.8","","28",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","700","","0.25","","0.27","","1","","15",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","940,900","","16.95","","58","","3.4","","95",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM OIL = 63501)","33,300","","9.62","","14.12","","1.4","","14",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","32,200","","2.68","","3.9","","1.4","","49",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)","1,200","","0.1","","0.14","","1.3","","51",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","300","","0.08","","0.08","","1","","20",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","1,253,600","","","","","","","","97",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECADIEN-1-OL = 129028)","200","","0.09","","0.09","","1","","12",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECANOL = 1509)","","","0.03","","0.03","","1","","6",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA = 56002)","100","","0.05","","0.05","","1","","15",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA, POTASSIUM SALT = 56003)","300","","0.05","","0.05","","1","","33",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TETRADECANOL = 1510)","","","0.007","","0.007","","1","","6",""
"SURVEY","2001","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEARS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","1,300","","","","","","","","57",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","88,500","","23.13","","35.75","","1.5","","10",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","30,600","","2.17","","4.16","","1.9","","30",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","900","","0.66","","1.05","","1.6","","4",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENARIMOL = 206600)","","","0.07","","0.1","","1.4","","2",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (KRESOXIM-METHYL = 129111)","100","","0.14","","0.21","","1.5","","1",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","30,900","","4.58","","7.77","","1.7","","16",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (OXYTETRACYCLINE = 6304)","2,900","","0.14","","0.33","","2.3","","35",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCIN = 6306)","400","","0.19","","0.21","","1.1","","7",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","136,900","","9.29","","14.7","","1.5","","38",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","329,800","","","","","","","","80",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","","","0.06","","0.06","","1","","1",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","2,700","","0.25","","0.33","","1.3","","33",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","28,000","","3.9","","5","","1.2","","23",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D = 30001)","900","","0.89","","1.07","","1.2","","4",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","2,600","","1.34","","1.35","","1","","8",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","19,700","","1.18","","2.04","","1.7","","39",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","3,700","","1.5","","1.65","","1.1","","9",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","1,200","","0.56","","0.75","","1.3","","7",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","3,300","","1.43","","1.51","","1","","9",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","34,000","","","","","","","","44",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","500","","0.02","","0.03","","1.5","","68",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZINPHOS-METHYL = 58001)","22,800","","1","","2.02","","2","","46",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","600","","0.49","","0.54","","1.1","","5",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUBSP ISRAELENSIS = 6401)","","","","","","","1.3","","6",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","3,100","","1.84","","2.09","","1.1","","6",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","17,100","","1.94","","2.09","","1","","33",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CLOFENTEZINE = 125501)","100","","0.21","","0.25","","1.2","","2",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","2,900","","1.7","","1.7","","1","","7",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ENDOSULFAN = 79401)","25,200","","1.94","","2.26","","1.1","","45",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","300","","0.07","","0.08","","1","","16",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FORMETANATE HYDRO. = 97301)","200","","0.51","","0.51","","1","","1",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","1,100","","0.14","","0.19","","1.3","","23",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)","370,100","","39.75","","99.72","","2.5","","15",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHIDATHION = 100301)","500","","1.5","","1.5","","1","","1",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","700","","0.21","","0.29","","1.3","","9",""
"SURVEY","2001","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEARS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","1,095,600","","13.49","","51.69","","3.8","","85",""
