"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","ORANGES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","ORANGES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","ORANGES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","ORANGES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","ORANGES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","ORANGES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","ORANGES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","ORANGES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","ORANGES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","ORANGES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","12,700","","0.75","","0.79","","1.1","","2",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","1,053,700","","1.94","","3.75","","1.9","","34",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","78,600","","1.73","","1.93","","1.1","","5",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FERBAM = 34801)","34,800","","6.88","","7.49","","1.1","","1",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","72,800","","2.72","","4.23","","1.6","","2",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","4,800","","0.26","","0.26","","1","","2",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METALAXYL = 113501)","63,400","","1.21","","1.31","","1.1","","6",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","2,088,600","","","","","","","","65",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMACIL = 12301)","403,900","","0.86","","1.26","","1.5","","39",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","876,300","","1.05","","1.76","","1.7","","60",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","1,185,700","","0.63","","1.94","","3.1","","73",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","291,600","","1.03","","1.84","","1.8","","19",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","10,400","","0.9","","0.94","","1","","1",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","528,600","","1.66","","2.25","","1.4","","28",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFOSATE = 128501)","43,600","","0.76","","2.08","","2.7","","3",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","3,399,300","","","","","","","","91",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","2,500","","0.008","","0.01","","1.4","","28",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ALDICARB = 98301)","133,000","","3.23","","3.23","","1","","5",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUBSP ISRAELENSIS = 6401)","","","","","","","1.2","","4",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","169,100","","5.26","","6.54","","1.2","","3",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","1,065,900","","3.51","","6.56","","1.9","","20",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)","17,800","","0.1","","0.17","","1.7","","13",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIFLUBENZURON = 108201)","7,800","","0.37","","0.45","","1.2","","2",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)","23,700","","1.57","","1.79","","1.1","","2",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETHION = 58401)","275,500","","2.44","","3","","1.2","","11",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENAMIPHOS = 100601)","59,100","","1.4","","1.41","","1","","5",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","9,900","","1.24","","1.61","","1.3","","1",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHIDATHION = 100301)","47,000","","3.26","","4.31","","1.3","","1",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","43,854,700","","29.52","","73.25","","2.5","","72",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SABADILLA = 2201)","1,100","","0.02","","0.04","","1.9","","3",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFUR = 77501)","1,178,600","","13.16","","17.23","","1.3","","8",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","47,361,100","","","","","","","","88",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","6,600","","0.07","","0.08","","1.1","","10",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","8,200","","0.74","","0.96","","1.3","","1",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","821,400","","","","","","","","14",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","128,600","","2.47","","2.69","","1.1","","23",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","100,700","","2.39","","4.51","","1.9","","11",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","39,300","","3.15","","3.67","","1.2","","5",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","9,500","","3.07","","4.59","","1.5","","1",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METALAXYL = 113501)","55,900","","1.41","","1.42","","1","","19",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","376,100","","","","","","","","57",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D = 30001)","5,900","","0.05","","0.06","","1.1","","49",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMACIL = 12301)","89,400","","1.4","","2.13","","1.5","","20",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","316,200","","1.96","","2.72","","1.4","","56",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","393,800","","0.48","","2.59","","5.4","","73",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","2,600","","2.3","","2.46","","1.1","","1",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","10,400","","0.9","","0.94","","1","","5",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","208,300","","2.18","","2.49","","1.1","","40",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","1,032,800","","","","","","","","81",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","200","","0.008","","0.01","","1.2","","8",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUBSP ISRAELENSIS = 6401)","","","","","","","1.1","","16",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","137,800","","10.46","","12.18","","1.2","","5",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","1,023,900","","4.45","","7.89","","1.8","","62",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)","17,800","","0.1","","0.17","","1.7","","51",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)","23,700","","1.57","","1.79","","1.1","","6",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENAMIPHOS = 100601)","59,100","","1.4","","1.41","","1","","20",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FORMETANATE HYDRO. = 97301)","14,400","","1.02","","1.35","","1.3","","5",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","8,400","","1.23","","1.41","","1.1","","3",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHIDATHION = 100301)","47,000","","3.26","","4.31","","1.3","","5",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","2,855,000","","43.95","","57.5","","1.3","","24",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SABADILLA = 2201)","1,100","","0.02","","0.04","","1.9","","12",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFUR = 77501)","8,200","","11.45","","13.26","","1.2","","",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","4,421,500","","","","","","","","79",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","6,100","","0.07","","0.08","","1.1","","37",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","8,200","","0.74","","0.96","","1.3","","4",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","793,900","","","","","","","","52",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","425,600","","2.27","","4.34","","1.9","","16",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","12,700","","0.75","","0.79","","1.1","","3",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","953,000","","1.9","","3.68","","1.9","","41",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","39,300","","1.19","","1.31","","1.1","","5",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FERBAM = 34801)","34,800","","6.88","","7.49","","1.1","","1",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","63,700","","2.67","","4.18","","1.6","","2",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METALAXYL = 113501)","7,500","","0.57","","0.82","","1.4","","1",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","1,712,500","","","","","","","","68",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMACIL = 12301)","314,600","","0.77","","1.13","","1.5","","45",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","560,100","","0.83","","1.47","","1.8","","61",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","791,900","","0.74","","1.73","","2.3","","73",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","289,000","","1.03","","1.84","","1.8","","25",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","19,500","","1.12","","1.83","","1.6","","2",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","23,600","","0.28","","0.62","","2.2","","6",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","320,300","","1.43","","2.11","","1.5","","24",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFOSATE = 128501)","43,600","","0.76","","2.08","","2.7","","3",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","2,366,500","","","","","","","","94",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","2,300","","0.008","","0.01","","1.4","","35",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ALDICARB = 98301)","133,000","","3.23","","3.23","","1","","7",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","31,400","","1.65","","2.16","","1.3","","2",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","41,900","","0.57","","1.28","","2.2","","5",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DICOFOL = 10501)","14,000","","1.92","","1.92","","1","","1",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIFLUBENZURON = 108201)","7,800","","0.37","","0.45","","1.2","","3",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETHION = 58401)","275,500","","2.44","","3","","1.2","","15",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)","45,000","","0.91","","1.04","","1.1","","7",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","40,999,700","","28.86","","74.67","","2.6","","88",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFUR = 77501)","1,170,400","","13.17","","17.26","","1.3","","11",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","42,939,600","","","","","","","","92",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","500","","0.06","","0.12","","1.9","","1",""
"SURVEY","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","27,500","","","","","","","","2",""
"SURVEY","1995","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","456,400","","3.24","","4.61","","1.4","","13",""
"SURVEY","1995","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","38,500","","0.83","","1.15","","1.4","","4",""
"SURVEY","1995","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","1,119,600","","2.2","","3.46","","1.6","","43",""
"SURVEY","1995","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXYCHLO. SUL. = 23503)","90,400","","4.18","","7.42","","1.8","","2",""
"SURVEY","1995","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","102,400","","2.18","","3.16","","1.4","","4",""
"SURVEY","1995","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","87,100","","3.19","","4.19","","1.3","","3",""
"SURVEY","1995","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METALAXYL = 113501)","32,600","","0.53","","0.96","","1.8","","4",""
"SURVEY","1995","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","1,962,400","","","","","","","","69",""
"SURVEY","1995","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMACIL = 12301)","417,100","","1.17","","1.97","","1.7","","28",""
"SURVEY","1995","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","895,100","","1.19","","1.85","","1.6","","64",""
"SURVEY","1995","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","1,123,700","","0.64","","1.75","","2.7","","85",""
"SURVEY","1995","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","292,900","","1.35","","2.11","","1.6","","18",""
"SURVEY","1995","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","19,300","","0.33","","0.42","","1.3","","6",""
