"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","MELONS, WATERMELON - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>VALUE</b>","MELONS, WATERMELON - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>CV (%)</b>"
"SURVEY","2016","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUBENDIAMIDE = 27602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","4,400","","","","","","","","67",""
"SURVEY","2016","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AMETOCTRADIN = 119210)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","400","","0.166","","0.21","","1.3","","25",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENZOVINDIFLUPYR = 122305)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","16,200","","1.436","","4.629","","3.2","","49",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXIDE = 25601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIMETHOMORPH = 268800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FAMOXADONE = 113202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPICOLIDE = 27412)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANDIPROPAMIDE TECHN = 36602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPAMOCARB HYDROCH. = 119302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","46,800","","","","","","","","56",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)","2,000","","1.114","","1.114","","1","","26",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ETHALFLURALIN = 113101)","1,000","","1.117","","1.117","","1","","13",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METOLACHLOR = 108801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBACIL = 12701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","4,500","","","","","","","","48",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUBENDIAMIDE = 27602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (OXAMYL = 103801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)","1,200","","0.166","","0.303","","1.8","","56",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYMETROZINE = 101103)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","3,900","","","","","","","","93",""
"SURVEY","2016","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AMETOCTRADIN = 119210)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYAZOFAMID = 85651)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIMETHOMORPH = 268800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPAMOCARB HYDROCH. = 119302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","44,200","","","","","","","","93",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ETHALFLURALIN = 113101)","1,300","","0.611","","0.627","","1","","31",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FOMESAFEN SODIUM = 123802)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","7,500","","","","","","","","93",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEPHATE = 103301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
